timestamp,temp_55,temp_43,hum_43,wind_speed_43,wind_dir_43
2025-11-08 03:18:45.927742+01:00,14.0,13.33,89.1,1.34,5.0
2025-11-08 03:23:46.574588+01:00,13.89,13.22,89.3,1.79,360.0
2025-11-08 03:28:47.226190+01:00,13.89,13.22,89.6,1.34,355.0
2025-11-08 03:33:47.866822+01:00,13.83,13.17,89.6,1.34,342.0
2025-11-08 03:38:48.526669+01:00,13.83,13.06,89.8,1.79,360.0
2025-11-08 03:43:49.174960+01:00,13.83,12.94,89.9,1.34,360.0
2025-11-08 03:48:49.863935+01:00,13.72,12.72,90.1,1.79,352.0
2025-11-08 03:53:50.565837+01:00,13.72,12.67,90.3,1.34,355.0
2025-11-08 03:58:51.282089+01:00,13.67,12.56,90.8,1.79,22.0
2025-11-08 04:03:51.930360+01:00,13.67,12.61,91.1,0.89,349.0
2025-11-08 04:08:52.577884+01:00,13.67,12.61,91.2,0.89,350.0
2025-11-08 04:13:53.159590+01:00,13.61,12.56,91.1,1.79,360.0
2025-11-08 04:18:53.821989+01:00,13.61,12.33,90.6,1.79,360.0
2025-11-08 04:23:54.591286+01:00,13.5,12.22,91.0,1.34,344.0
